27.0000,100.000,99.2359,219.000,143.000,188.093,22.4227,15.1914,29.2310
43.0000,102.000,100.907,512.000,77.0000,95.9898,32.3481,28.3571,39.8350
60.0000,62.0000,61.2449,483.000,68.0000,52.3641,19.1829,15.4165,24.8861
65.0000,105.000,104.301,402.000,134.000,148.456,17.7977,16.6541,27.9438
66.0000,129.000,127.876,327.000,282.000,342.817,20.9635,15.9636,40.4268
124.000,61.0000,59.9026,274.000,121.000,155.971,14.5781,10.8911,21.6668
140.000,70.0000,68.7139,194.000,73.0000,62.6129,17.6613,11.5270,36.4401
1011.00,123.000,122.804,330.000,50.0000,56.3086,17.2802,13.9831,24.2035
1016.00,77.0000,75.9871,258.000,67.0000,42.0470,38.0327,29.7165,59.2403
1019.00,63.0000,61.8280,253.000,51.0000,24.5451,15.8963,12.0411,19.1257
1131.00,85.0000,83.6216,327.000,282.000,342.817,21.9273,17.1406,40.5833
1147.00,89.0000,88.0041,193.000,56.0000,53.9664,17.8788,14.9361,20.3546
1165.00,51.0000,49.9501,405.000,78.0000,92.5419,19.1655,17.0437,21.9427
1168.00,45.0000,44.3053,446.000,72.0000,87.1184,21.9803,18.6124,25.4487
1198.00,101.000,99.3850,221.000,46.0000,10.9149,16.0398,10.8718,29.6422
1209.00,127.000,126.247,249.000,56.0000,60.8537,17.6097,14.3575,19.9995
1218.00,49.0000,47.8585,57.0000,63.0000,83.7003,12.4008,10.6661,15.6366
1230.00,27.0000,26.1665,135.000,50.0000,3.90462,22.7626,18.7239,27.1002
1233.00,96.0000,94.7168,97.0000,192.000,47.8796,22.1002,19.1975,24.1821
1234.00,74.0000,72.5924,194.000,73.0000,62.6129,18.7044,12.4806,39.2827
1243.00,90.0000,89.7380,209.000,61.0000,81.0415,37.8036,20.9866,63.4613
1249.00,134.000,132.669,397.000,77.0000,71.8605,22.5487,20.6539,26.7656
1250.00,130.000,129.337,402.000,134.000,148.456,16.7963,11.4026,20.4797
1255.00,186.000,185.310,419.000,161.000,20.2785,17.2492,14.5036,22.5241
2019.00,105.000,103.487,152.000,52.0000,23.1620,20.6401,17.4503,25.3637
2047.00,165.000,164.704,402.000,134.000,148.456,17.8061,10.2599,20.0913
2063.00,56.0000,55.2255,51.0000,61.0000,81.1957,16.8118,10.3963,34.5653
2078.00,43.0000,41.8210,448.000,64.0000,87.5783,15.5123,14.1405,16.2009
2107.00,60.0000,58.8600,13.0000,46.0000,62.2593,13.9822,11.9013,16.1131
2109.00,92.0000,90.7487,327.000,282.000,342.817,20.2493,13.8707,44.7644
2133.00,38.0000,37.0676,483.000,68.0000,52.3641,18.6036,18.4278,18.9669
2139.00,27.0000,25.8666,167.000,77.0000,51.9285,17.8008,14.8599,22.0134
2140.00,16.0000,15.2102,193.000,56.0000,53.9664,29.7652,27.5790,33.0018
2156.00,48.0000,47.0901,207.000,107.000,120.707,24.6532,17.2165,35.7455
2167.00,40.0000,38.9235,215.000,54.0000,22.6331,24.5231,20.4772,31.3237
2171.00,34.0000,32.8540,199.000,46.0000,36.4895,18.7733,11.1387,27.9520
2181.00,21.0000,20.2507,338.000,61.0000,7.43032,40.6365,32.0770,49.6004
2184.00,74.0000,73.5347,249.000,56.0000,60.8537,16.9903,12.0377,20.6866
2186.00,53.0000,52.7256,249.000,56.0000,60.8537,32.1993,15.9387,55.2676
2199.00,55.0000,54.1168,57.0000,63.0000,83.7003,17.3645,15.8496,19.9632
2205.00,59.0000,58.4577,44.0000,67.0000,93.0921,17.3215,10.6690,29.0006
