OID,NCOORDS,LENGTH,MID,NCO.,LEN,MEAN DIST,MIN DIST,MAX DIST
58,92,90.9998,1083,72,8.51268,339.684,307.269,371.486
58,92,90.9998,1081,41,53.8748,341.213,321.497,361.012
58,92,90.9998,87,114,48.8665,341.237,300.902,382.635
58,92,90.9998,1082,79,41.3658,341.822,307.399,376.2
58,92,90.9998,84,150,43.8069,344.452,302.059,387.499
58,92,90.9998,1122,60,32.4473,344.65,342.542,348.401
58,92,90.9998,2141,63,28.9308,345.643,343.28,350.345
58,92,90.9998,2051,60,49.0193,345.661,333.054,363.228
58,92,90.9998,5,54,48.831,347.348,335.923,363.604
58,92,90.9998,103,78,24.7362,348.229,344.733,353.139
58,92,90.9998,44,74,98.2631,349.105,313.177,384.965
58,92,90.9998,2124,49,14.8238,350.151,327.882,370.803
58,92,90.9998,2099,83,110.673,351.138,310.634,391.725
58,92,90.9998,2098,86,118.067,352.713,311.268,394.315
58,92,90.9998,13,82,98.3743,353.118,327.47,381.242
58,92,90.9998,1032,101,138.216,358.783,314.412,403.074
58,92,90.9998,2108,44,51.0744,360.337,339.151,380.808
58,92,90.9998,1121,101,54.0037,361.622,356.587,367.798
58,92,90.9998,86,81,24.8195,362.68,326.195,399.205
58,92,90.9998,2142,13,4.59447,363.202,363.099,363.395
58,92,90.9998,2165,46,58.4341,363.95,346.229,379.311
58,92,90.9998,20,70,98.1493,364.105,330.812,398.203
58,92,90.9998,2154,44,60.8028,364.863,351.657,375.375
58,92,90.9998,104,73,32.863,366.662,363.643,371.674
58,92,90.9998,2170,199,158.745,367.579,364.338,371.124
58,92,90.9998,2118,29,38.4457,368.172,354.241,382.073
58,92,90.9998,1080,23,30.4882,371.562,360.722,382.515
58,92,90.9998,144,54,62.3892,372.234,351.782,390.269
58,92,90.9998,1155,82,112.525,372.59,347.988,398.191
58,92,90.9998,2077,84,113.116,374.259,346.009,404.447
58,92,90.9998,1203,101,70.4517,376.557,368.499,389.083
58,92,90.9998,2076,50,60.9725,379.033,365.768,396.384
58,92,90.9998,1152,93,112.536,380.022,343.94,417.263
58,92,90.9998,1172,131,183.476,380.822,343.674,418.465
58,92,90.9998,1156,51,51.6708,383.841,372.973,391.483
58,92,90.9998,2166,85,100.954,384.259,350.727,418.167
58,92,90.9998,2172,64,71.0895,384.427,371.177,395.529
58,92,90.9998,1123,95,87.4008,384.836,379.964,394.233
58,92,90.9998,1033,46,63.4661,386.843,365.243,409.113
58,92,90.9998,1246,97,135.723,387.405,352.467,423.009
58,92,90.9998,2007,141,195.223,399.734,362.055,437.811
58,92,90.9998,2069,108,140.492,401.027,359.829,442.33
58,92,90.9998,2078,43,58.3391,402.119,389.368,417.963
58,92,90.9998,1030,126,173.727,406.908,370.017,444.242
58,92,90.9998,21,83,111.992,407.439,367.678,447.52
58,92,90.9998,1120,95,42.4948,408.872,404.519,413.744
58,92,90.9998,2050,105,51.64,409.859,405.349,415.021
58,92,90.9998,1031,104,145.54,411.248,371.01,451.652
58,92,90.9998,1153,75,75.0502,411.423,383.607,438.727
58,92,90.9998,45,112,156.28,412.586,372.457,452.885
58,92,90.9998,2071,103,142.954,413.668,373.955,453.584
58,92,90.9998,1217,68,56.207,414.424,385.638,442.034
58,92,90.9998,2105,42,55.8766,416.218,396.649,434.601
58,92,90.9998,102,70,51.8959,416.979,411.555,421.081
58,92,90.9998,116,108,126.008,420.047,387.701,454.507
58,92,90.9998,2190,91,93.1475,420.853,387.182,456.13
58,92,90.9998,2160,62,78.255,423.387,404.383,440.091
58,92,90.9998,1029,75,103.907,424.916,390.404,460.494
58,92,90.9998,2158,35,43.5162,427.303,413.885,439.264
58,92,90.9998,2159,39,46.0724,428.315,414.533,440.105
58,92,90.9998,2074,85,115.605,428.495,387.573,469.607
58,92,90.9998,1192,148,74.1745,429.463,424.871,434.776
58,92,90.9998,4,83,114.759,430.189,398.462,463.382
58,92,90.9998,1034,84,114.974,430.993,391.026,471.279
58,92,90.9998,2027,95,130.542,431.566,388.888,474.19
58,92,90.9998,1035,68,93.0565,432.142,400.025,465.192
58,92,90.9998,24,72,100.926,434.79,400.086,470.005
58,92,90.9998,1084,51,13.0176,438.632,413.954,463.248
58,92,90.9998,2107,60,83.2047,439.301,411.25,466.249
58,92,90.9998,1154,109,99.3199,442.102,415.526,471.371
58,92,90.9998,22,96,131.412,443.116,400.307,485.626
58,92,90.9998,117,80,90.1519,444.524,416.297,472.94
58,92,90.9998,25,71,79.1229,445.139,411.482,479.632
58,92,90.9998,2171,34,7.24643,445.433,439.616,449.361
58,92,90.9998,2028,91,123.098,445.49,404.277,486.606
58,92,90.9998,2075,96,108.442,446.524,402.733,490.22
58,92,90.9998,2173,140,69.0358,448.339,445.72,453.35
58,92,90.9998,1242,101,60.5447,448.36,443.878,453.474
58,92,90.9998,1028,107,143.147,449.349,407.445,491.196
58,92,90.9998,1036,88,100.737,453.546,411.58,495.601
58,92,90.9998,1171,86,111.495,456.431,417.9,495.453
58,92,90.9998,1072,126,39.7939,462.729,418.764,506.979
58,92,90.9998,2101,117,47.02,465.394,421.333,509.719
58,92,90.9998,72,142,57.9189,466.684,422.81,510.861
58,92,90.9998,26,138,178.728,468.429,426.827,509.618
58,92,90.9998,1202,107,106.636,469.049,435.21,504.697
58,92,90.9998,2188,89,105.769,470.924,440.054,503.384
58,92,90.9998,1193,82,30.4358,472.617,468.88,477.854
58,92,90.9998,106,67,16.2274,473.355,469.463,475.15
58,92,90.9998,2114,31,9.63357,474.509,459.83,488.73
58,92,90.9998,1093,77,35.2788,475.902,440.619,510.865
58,92,90.9998,1027,86,112.525,476.121,440.004,512.962
58,92,90.9998,2117,96,74.0914,476.6,431.768,521.496
58,92,90.9998,75,61,43.6513,478.447,448.921,507.587
58,92,90.9998,1136,113,133.42,478.612,439.044,518.288
58,92,90.9998,70,154,66.3846,479.671,434.808,524.574
58,92,90.9998,118,57,78.7871,480.285,460.069,497.922
58,92,90.9998,1071,94,30.1572,481.075,437.887,524.701
58,92,90.9998,73,116,38.4332,481.633,438.496,525.218
58,92,90.9998,1200,114,132.442,481.659,448.007,516.52
58,92,90.9998,1073,132,78.8373,482.632,437.767,527.536
58,92,90.9998,27,100,120.553,483.499,442.958,524.082
58,92,90.9998,2104,111,34.5795,483.537,440.37,527.145
58,92,90.9998,2111,170,220.221,486.526,446.135,526.396
58,92,90.9998,2189,156,207.616,487.135,453.292,522.749
58,92,90.9998,1159,52,62.3926,490.367,470.282,507.72
58,92,90.9998,74,104,19.3622,490.492,447.739,533.76
58,92,90.9998,1074,134,68.9353,490.61,445.706,535.534
58,92,90.9998,1137,52,58.8891,492.052,471.702,515.008
58,92,90.9998,107,155,30.1748,492.083,488.591,495.414
58,92,90.9998,1201,88,110.305,492.3,459.624,526.159
58,92,90.9998,2161,72,81.4152,492.48,465.685,518.228
58,92,90.9998,1092,71,11.9994,493.189,460.233,525.499
58,92,90.9998,1026,50,60.1034,494.357,476.579,515.023
58,92,90.9998,119,74,77.0715,495.388,467.951,522.033
58,92,90.9998,2025,61,75.9045,497.388,474.161,523.498
58,92,90.9998,2156,48,50.8934,498.587,484.372,509.701
58,92,90.9998,1166,217,260.934,501.324,462.189,539.976
58,92,90.9998,46,59,73.4973,501.617,479.182,526.807
58,92,90.9998,2103,118,83.7635,502.076,457.226,546.972
58,92,90.9998,29,141,175.759,505.889,466.925,544.852
58,92,90.9998,2110,127,160.486,507.469,467.784,547.151
58,92,90.9998,2182,95,22.2244,511.107,507.023,518.927
58,92,90.9998,71,116,79.6879,511.808,466.989,556.687
58,92,90.9998,1194,212,23.0972,515.362,511.568,521.884
58,92,90.9998,2163,65,85.7635,522.411,497.57,545.436
58,92,90.9998,2102,107,83.9927,526.535,481.625,571.462
58,92,90.9998,2155,43,16.7985,528.278,516.532,537.15
58,92,90.9998,2001,157,200.338,532.32,492.928,571.276
58,92,90.9998,1000,136,167.805,532.717,493.328,572.156
58,92,90.9998,78,126,57.3322,532.771,493.248,573.283
58,92,90.9998,2039,137,62.0704,533.736,493.771,574.628
58,92,90.9998,1160,138,99.1786,533.913,498.234,571.07
58,92,90.9998,30,129,159.185,534.057,494.413,573.735
58,92,90.9998,79,75,13.7627,536.049,502.118,569.468
58,92,90.9998,2040,118,59.2991,536.472,495.842,577.934
58,92,90.9998,1189,97,24.1824,537.725,495.906,580.196
58,92,90.9998,2041,125,54.3494,538.1,497.018,579.946
58,92,90.9998,1070,103,52.2959,538.391,497.594,579.994
58,92,90.9998,1195,94,13.1014,540.171,536.054,547.889
58,92,90.9998,110,69,46.3309,540.186,534.024,544.435
58,92,90.9998,2162,88,31.5232,540.893,506.154,576.559
58,92,90.9998,1223,60,69.8273,541.458,518.148,567.476
58,92,90.9998,2179,43,34.0312,543.364,539.314,544.829
58,92,90.9998,2026,40,46.1027,544.313,529.948,560.798
58,92,90.9998,1235,121,26.6609,547.176,524.085,572.921
58,92,90.9998,1069,96,41.5489,547.409,507.805,587.982
58,92,90.9998,76,112,32.3122,547.588,506.589,589.359
58,92,90.9998,1001,194,230.231,548,509.24,586.395
58,92,90.9998,140,70,87.0943,549.393,522.23,574.779
58,92,90.9998,1234,74,89.5429,549.671,521.06,577.251
58,92,90.9998,2002,186,227.842,549.807,510.392,589.25
58,92,90.9998,1167,119,135.843,550.692,507.361,593.897
58,92,90.9998,77,114,49.1536,551.082,510.475,592.515
58,92,90.9998,109,59,35.0999,551.994,545.019,555.673
58,92,90.9998,2175,49,29.2546,552.48,546.451,554.842
58,92,90.9998,80,106,10.8048,553.442,515.947,592.172
58,92,90.9998,31,158,186.919,553.453,515.179,591.757
58,92,90.9998,1188,133,60.7258,554.752,513.604,596.645
58,92,90.9998,1196,158,33.6984,555.745,546.211,568.657
58,92,90.9998,1004,81,99.1635,562.07,525.997,599
58,92,90.9998,2038,177,76.8032,563.556,521.724,606.028
58,92,90.9998,1003,214,259.579,563.825,525.383,602.325
58,92,90.9998,1199,109,47.7527,565.899,553.191,581.82
58,92,90.9998,2174,90,44.4715,568.008,555.788,583.002
58,92,90.9998,2045,121,44.7961,568.402,533.225,605.049
58,92,90.9998,2003,170,215.224,571.774,531.137,611.989
58,92,90.9998,1162,72,3.63378,572.626,543.598,600.614
58,92,90.9998,1002,175,219.161,573.392,533.435,613.071
58,92,90.9998,32,138,167.41,575.071,536.443,613.735
58,92,90.9998,1161,83,26.9374,576.996,545.926,608.406
58,92,90.9998,108,167,44.2125,580.077,569.378,593.762
58,92,90.9998,66,129,142.611,580.957,537.258,624.518
58,92,90.9998,1224,171,214.29,581.078,540.644,621.278
58,92,90.9998,81,300,93.039,581.396,546.853,617.482
58,92,90.9998,1128,76,95.4693,582.691,550.138,616.13
58,92,90.9998,2044,93,54.5665,585.16,550.437,621.402
58,92,90.9998,2049,80,17.0774,587.127,584.7,589.934
58,92,90.9998,2181,21,11.8508,587.429,581.017,593.239
58,92,90.9998,2209,48,21.3611,587.712,570.424,602.203
58,92,90.9998,1198,101,52.4306,588.043,575.617,603.619
58,92,90.9998,1190,117,77.6919,588.416,544.26,632.806
58,92,90.9998,1216,137,12.0694,589.97,556.305,625.26
58,92,90.9998,1119,72,3.57125,592.507,590.774,594.802
58,92,90.9998,2109,92,93.74,594.954,550.606,639.17
58,92,90.9998,1131,85,89.5581,595.307,554.373,636.408
58,92,90.9998,1225,114,140.909,595.835,556.388,635.262
58,92,90.9998,47,77,92.898,596.648,564.596,630.213
58,92,90.9998,121,154,26.9688,599.037,565.021,634.628
58,92,90.9998,1205,132,84.0014,600.583,587.666,616.589
58,92,90.9998,1197,83,23.009,605.321,602.765,608.968
58,92,90.9998,2208,153,27.3754,605.543,572.515,640.238
58,92,90.9998,1006,77,91.848,607.297,574.082,641.836
58,92,90.9998,120,137,8.22332,611.959,578.979,646.602
58,92,90.9998,2164,79,14.6002,612.793,610.313,615.455
58,92,90.9998,34,77,92.8714,613.056,579.43,647.934
58,92,90.9998,2006,110,133.094,613.413,573.992,652.516
58,92,90.9998,1130,114,114.248,614.39,569.484,659.229
58,92,90.9998,2187,77,50.84,615.064,589.667,639.929
58,92,90.9998,2005,78,98.2528,617.009,583.468,651.709
58,92,90.9998,2207,56,2.44423,617.596,601.089,630.992
58,92,90.9998,1215,169,30.1885,618.575,585.15,653.611
58,92,90.9998,1007,85,110.112,621.613,584.649,659.149
58,92,90.9998,1204,64,52.6504,623.984,615.003,630.158
58,92,90.9998,1163,90,70.2005,624.645,581.149,668.271
58,92,90.9998,1168,45,39.3449,627.804,608.356,648.797
58,92,90.9998,1210,196,188.421,629.15,602.182,658.283
58,92,90.9998,2043,135,29.7456,636.648,598.535,675.853
58,92,90.9998,1129,74,97.9542,640.707,608.929,674.038
58,92,90.9998,2195,39,53.3469,641.515,629.535,651.194
58,92,90.9998,2197,31,33.7175,641.96,632.563,649.924
58,92,90.9998,2184,74,63.4948,642.123,621.337,661.832
58,92,90.9998,2191,125,14.4876,642.687,610.877,676.23
58,92,90.9998,2132,78,68.563,643.755,605.738,681.862
58,92,90.9998,1209,127,137.159,644.281,617.791,672.946
58,92,90.9998,134,117,10.8665,645.741,613.666,679.521
58,92,90.9998,2004,86,110.706,646.716,606.429,687.224
58,92,90.9998,0,70,90.0495,647.225,614.437,681.013
58,92,90.9998,1185,108,10.9291,647.705,615.299,681.782
58,92,90.9998,1005,89,111.483,648.889,607.129,690.667
58,92,90.9998,60,62,35.32,649.365,619.255,679.421
58,92,90.9998,1089,125,33.9871,649.993,611.441,689.577
58,92,90.9998,59,76,73.614,650.21,613.183,687.318
58,92,90.9998,1090,58,32.4671,652.185,625.468,677.503
58,92,90.9998,2133,38,29.0782,652.817,634.501,671.126
58,92,90.9998,2194,49,56.0713,655.005,640.45,666.311
58,92,90.9998,1208,113,122.443,656.866,631.15,684.79
58,92,90.9998,1213,194,32.6274,657.221,626.912,689.376
58,92,90.9998,1255,186,41.4112,658.176,627.085,691.044
58,92,90.9998,123,48,56.9011,658.707,644.281,669.928
58,92,90.9998,68,70,38.2758,659.501,627.413,690.76
58,92,90.9998,2009,118,135.929,668.664,629.974,707.296
58,92,90.9998,2206,73,17.0378,669.952,644.747,693.982
58,92,90.9998,1206,90,93.1285,670.887,647.093,696.609
58,92,90.9998,122,75,76.9877,671.777,651.631,690.971
58,92,90.9998,1008,98,115.216,672.42,632.964,711.363
58,92,90.9998,1233,96,19.3027,672.82,633.26,713.279
58,92,90.9998,35,87,106.665,674.174,636.988,711.344
58,92,90.9998,2205,59,63.5013,675.069,659.919,687.096
58,92,90.9998,1207,58,62.5571,677.944,663.048,689.636
58,92,90.9998,1214,131,20.4071,680.789,651.022,712.414
58,92,90.9998,2008,150,187.935,683.723,639.697,727.593
58,92,90.9998,1020,118,155.421,683.844,640.142,727.383
58,92,90.9998,36,164,165.1,690.556,651.914,729.125
