OID,NCOORDS,LENGTH,MID,NCO.,LEN,MEAN DIST,MIN DIST,MAX DIST
58,92,90.9998,136,153,27.4009,690.61,659.51,723.445
58,92,90.9998,1019,63,18.0764,691.216,662.251,721.501
58,92,90.9998,1,96,128.754,691.37,647.447,735.133
58,92,90.9998,2010,179,183.148,691.737,653.373,730.037
58,92,90.9998,1009,181,181.594,692.086,653.539,730.434
58,92,90.9998,2062,43,31.6004,694.153,673.474,714.922
58,92,90.9998,1091,64,45.8027,695.711,666.168,724.139
58,92,90.9998,1135,33,27.4272,697.82,682.096,713.733
58,92,90.9998,48,73,13.4844,698.108,664.42,732.861
58,92,90.9998,2192,95,120.76,698.368,670.017,728.664
58,92,90.9998,2200,104,29.4493,699.04,668.773,731.1
58,92,90.9998,61,61,48.7826,700.184,670.627,729.925
58,92,90.9998,2017,90,12.3604,700.558,658.854,742.219
58,92,90.9998,125,93,123.046,703.728,674.358,734.957
58,92,90.9998,2186,53,63.5041,704.602,689.456,716.41
58,92,90.9998,1018,269,170.58,705.099,662.546,747.482
58,92,90.9998,135,86,24.6061,705.642,677.121,734.992
58,92,90.9998,2018,62,14.4929,706.362,677.728,736.258
58,92,90.9998,2201,95,12.4434,706.575,676.165,738.757
58,92,90.9998,1250,130,139.98,707.047,662.866,751.075
58,92,90.9998,1010,79,77.485,708.755,675.683,743.072
58,92,90.9998,1021,151,177.653,711.706,667.974,755.27
58,92,90.9998,124,61,78.9575,712.996,694.575,728.628
58,92,90.9998,2,77,90.1399,713.428,676.615,750.784
58,92,90.9998,67,79,62.8579,715.59,679.157,751.777
58,92,90.9998,37,100,95.9547,715.816,676.948,754.585
58,92,90.9998,2011,107,106.13,715.868,677.131,754.51
58,92,90.9998,2015,141,160.75,716.758,672.667,760.649
58,92,90.9998,2037,57,48.9078,717.518,691.131,742.514
58,92,90.9998,49,77,40.8923,717.805,681.792,754.577
58,92,90.9998,1022,172,181.372,720.127,676.295,763.792
58,92,90.9998,1212,87,116.214,723.283,695.197,752.386
58,92,90.9998,2047,165,180.655,723.36,679.45,767.105
58,92,90.9998,1011,123,109.414,730.111,691.138,768.972
58,92,90.9998,1023,186,179.018,732.404,688.702,775.932
58,92,90.9998,1024,178,120.147,733.748,690.147,777.173
58,92,90.9998,128,127,2.76603,737.336,706.924,769.485
58,92,90.9998,38,77,73.8924,738.95,706.195,773.045
58,92,90.9998,126,83,104.017,744.306,717.065,771.851
58,92,90.9998,2203,79,27.3754,745.506,716.497,774.149
58,92,90.9998,1237,93,19.4297,746.155,708.663,784.736
58,92,90.9998,65,105,109.551,746.319,701.978,790.51
58,92,90.9998,2013,132,108.832,753.606,714.153,792.921
58,92,90.9998,2180,25,19.113,754.862,745.506,763.456
58,92,90.9998,2042,33,19.3351,757.876,742.894,772.008
58,92,90.9998,1012,259,187.975,760.908,721.221,800.449
58,92,90.9998,2193,65,85.8,761.738,740.247,780.936
58,92,90.9998,1211,73,95.4135,763.257,739.437,785.779
58,92,90.9998,127,68,87.222,768.832,745.897,789.836
58,92,90.9998,2016,138,126.057,771.088,726.786,815.235
58,92,90.9998,1249,134,121.683,773.159,729.212,816.934
58,92,90.9998,2198,25,33.4478,773.456,764.531,781.575
58,92,90.9998,2000,115,44.0703,774.548,736.913,813.243
58,92,90.9998,2012,157,76.3417,776.254,736.58,815.772
58,92,90.9998,1013,152,78.9143,776.679,737.126,816.077
58,92,90.9998,2204,10,6.71942,777.097,773.249,780.866
58,92,90.9998,1132,98,28.9944,780.559,743.128,819.067
58,92,90.9998,3,154,140.376,781.185,736.847,825.369
58,92,90.9998,2199,55,73.2849,781.433,762.552,797.337
58,92,90.9998,133,120,41.194,782.55,745.173,821.01
58,92,90.9998,1218,49,64.711,784.553,767.566,798.528
58,92,90.9998,1170,82,108.811,785.632,745.669,825.659
58,92,90.9998,39,114,49.0409,787.534,747.341,827.556
58,92,90.9998,1251,89,112.443,792.248,749.433,835.201
58,92,90.9998,2210,33,26.5459,802.768,787.523,817.263
58,92,90.9998,2014,149,116.162,808.494,764.778,852.025
58,92,90.9998,1252,124,161.53,809.644,765.204,854.251
58,92,90.9998,1134,69,48.0749,813.248,779.709,846.732
58,92,90.9998,1253,90,99.4156,823.248,782.22,864.717
58,92,90.9998,1016,77,21.8065,823.457,788.474,859.398
58,92,90.9998,1133,75,32.0392,825.029,788.491,861.685
58,92,90.9998,1254,86,95.447,825.765,786.458,865.252
58,92,90.9998,62,68,19.2831,830.117,797.045,863.259
58,92,90.9998,63,68,59.7769,834.495,801.427,867.576
58,92,90.9998,43,102,87.7225,839.703,795.68,883.549
58,92,90.9998,2019,105,83.8492,848.666,804.817,892.329
58,92,90.9998,2035,67,71.342,850.001,825.3,872.777
58,92,90.9998,1231,79,94.1369,850.368,820.942,879.363
58,92,90.9998,2021,116,96.3324,853.695,811.553,895.624
58,92,90.9998,129,75,82.151,854.525,827.533,880.298
58,92,90.9998,40,112,90.5245,855.752,813.486,897.805
58,92,90.9998,1169,54,22.9726,860.884,835.918,886.99
58,92,90.9998,2020,62,26.7532,861.276,832.343,891.32
58,92,90.9998,42,69,43.7469,862.465,830.172,895.78
58,92,90.9998,41,79,43.5242,864.673,827.898,902.119
58,92,90.9998,2022,92,46.9019,865.177,823.79,906.348
58,92,90.9998,1015,114,98.3528,867.416,825.168,909.448
58,92,90.9998,2023,58,39.0614,868.762,841.972,896.779
58,92,90.9998,1014,92,39.1817,869.555,828.142,910.752
58,92,90.9998,2024,55,27.2672,874.608,849.327,901.131
58,92,90.9998,2063,56,73.327,875.676,849.655,900.304
58,92,90.9998,1228,279,157.914,877.381,841.921,914.051
58,92,90.9998,1187,50,64.7586,881.407,858.129,903.218
58,92,90.9998,2064,186,136.818,881.728,846.464,918.216
58,92,90.9998,130,54,65.1273,882.621,861.969,900.555
58,92,90.9998,131,157,71.5215,883.816,848.413,920.43
58,92,90.9998,141,71,95.4279,889.924,857.053,922.056
58,92,90.9998,2033,51,68.2726,891.24,866.845,914.655
58,92,90.9998,1230,27,14.1489,891.573,880.725,901.604
58,92,90.9998,1110,166,193.831,894.865,850.852,939.129
58,92,90.9998,64,60,81.5978,897.466,868.708,925.48
58,92,90.9998,1239,73,34.6338,899.521,872.355,925.445
58,92,90.9998,1232,49,23.1111,899.874,878.902,918.636
58,92,90.9998,1229,185,62.1959,902.063,867.268,938.11
58,92,90.9998,2059,123,158.238,904.441,861.309,947.963
58,92,90.9998,2061,55,58.8113,906.052,880.034,930.918
58,92,90.9998,1186,125,164.161,907.051,863.862,950.622
58,92,90.9998,1109,123,156.543,911.208,867.771,954.99
58,92,90.9998,83,75,95.5201,915.845,881.227,949.943
58,92,90.9998,2060,59,80.7615,917.252,888.994,944.718
58,92,90.9998,132,81,38.086,920.17,888.611,951.528
58,92,90.9998,2031,78,93.4384,922.377,886.038,958.412
58,92,90.9998,1226,192,63.4509,924.38,888.81,961.127
58,92,90.9998,1103,83,111.287,929.067,889.17,968.959
58,92,90.9998,82,58,65.2609,929.73,902.798,955.322
58,92,90.9998,1227,177,63.4253,939.974,904.517,976.608
58,92,90.9998,1243,90,107.724,947.244,906.5,988.44
58,92,90.9998,137,120,19.1598,950.256,913.986,987.63
58,92,90.9998,2067,64,24.4979,951.758,925.304,976.355
58,92,90.9998,1238,137,44.8957,966.841,931.26,1003.58
58,92,90.9998,2058,75,17.325,969.633,939.363,999
58,92,90.9998,2065,65,17.0933,970.659,944.628,994.78
58,92,90.9998,139,57,21.616,998.325,975.349,1018.88
58,92,90.9998,2066,51,24.1609,1046.03,1024.81,1064.84
58,92,90.9998,138,52,21.6096,1046.11,1024.5,1065.3
