237.000,83.0000,81.9996,0.00000,70.0000,90.0495,701.580,694.488,711.447
237.000,83.0000,81.9996,1.00000,96.0000,128.754,723.747,712.779,738.545
237.000,83.0000,81.9996,2.00000,77.0000,90.1399,756.205,747.933,767.757
237.000,83.0000,81.9996,3.00000,154.000,140.376,803.804,792.347,818.937
237.000,83.0000,81.9996,4.00000,83.0000,114.759,624.439,616.360,636.671
237.000,83.0000,81.9996,5.00000,54.0000,48.8310,614.428,603.482,626.835
237.000,83.0000,81.9996,6.00000,141.000,159.415,523.849,504.093,547.305
237.000,83.0000,81.9996,7.00000,124.000,126.188,520.585,498.968,545.736
237.000,83.0000,81.9996,8.00000,162.000,63.6186,565.109,540.600,591.648
237.000,83.0000,81.9996,9.00000,64.0000,35.3297,612.135,595.693,630.392
237.000,83.0000,81.9996,10.0000,235.000,140.145,582.547,556.291,611.716
237.000,83.0000,81.9996,11.0000,65.0000,27.0622,629.277,610.301,649.958
237.000,83.0000,81.9996,12.0000,79.0000,24.6428,638.023,610.845,667.477
237.000,83.0000,81.9996,13.0000,82.0000,98.3743,592.706,578.226,610.977
237.000,83.0000,81.9996,14.0000,198.000,247.836,379.661,360.185,403.406
237.000,83.0000,81.9996,15.0000,98.0000,112.255,430.635,418.170,447.721
237.000,83.0000,81.9996,16.0000,182.000,209.150,306.616,293.022,325.579
237.000,83.0000,81.9996,17.0000,146.000,173.141,337.753,328.240,352.682
237.000,83.0000,81.9996,18.0000,136.000,178.728,357.586,352.622,367.978
237.000,83.0000,81.9996,19.0000,95.0000,128.644,434.107,431.791,440.554
237.000,83.0000,81.9996,20.0000,70.0000,98.1493,469.126,468.297,471.289
237.000,83.0000,81.9996,21.0000,83.0000,111.992,494.634,493.508,497.427
237.000,83.0000,81.9996,22.0000,96.0000,131.412,548.750,547.664,552.019
237.000,83.0000,81.9996,24.0000,72.0000,100.926,491.436,489.268,496.538
237.000,83.0000,81.9996,25.0000,71.0000,79.1229,525.543,522.037,532.038
237.000,83.0000,81.9996,26.0000,138.000,178.728,572.116,570.810,575.829
237.000,83.0000,81.9996,27.0000,100.000,120.553,585.464,583.381,590.923
237.000,83.0000,81.9996,29.0000,141.000,175.759,602.232,599.824,608.227
237.000,83.0000,81.9996,30.0000,129.000,159.185,645.133,643.455,649.735
237.000,83.0000,81.9996,31.0000,158.000,186.919,662.075,658.820,669.206
237.000,83.0000,81.9996,32.0000,138.000,167.410,675.803,672.923,682.393
237.000,83.0000,81.9996,34.0000,77.0000,92.8714,718.027,715.593,723.512
237.000,83.0000,81.9996,35.0000,87.0000,106.665,790.136,788.292,794.953
