Loop,x,y,Length,Intensity,Width
1,988.096,865.0,46.999118436483215,1.1016595,1
1,988.09,864.0,47.999136436321216,1.1016595,1
1,988.082,863.0,48.99916843580923,1.1016595,1
1,988.073,862.0,49.99920893498914,1.1016595,1
1,988.06,861.0,50.99929343141932,1.1016595,1
1,988.047,860.0,51.999377927849494,1.1016595,1
1,988.033,859.0,52.99947592304797,1.1016595,1
1,988.017,858.0,53.99960391485701,1.1016595,1
1,988.0,857.0,54.9997484044184,1.1016595,1
1,987.982,856.0,55.99991039129852,1.1016595,1
1,987.963,855.0,57.00009087501134,1.1016595,1
1,987.942,854.001,57.99931157135427,1.1016595,1
1,987.921,853.001,58.9995320470495,1.1016595,1
1,987.898,852.001,59.999796512078625,1.1016595,1
1,987.874,851.001,61.00008447061857,1.1016595,1
1,987.849,850.002,61.99939723447183,1.1016595,1
1,987.823,849.002,62.99973517736913,1.1016595,1
1,987.796,848.002,64.0000996109632,1.1016595,1
1,987.768,847.003,64.9994919263228,1.1016595,1
1,987.742,846.003,65.99982986922011,1.1016595,1
2,13.479,440.987,0,1.1928139,0
2,13.5335,439.989,0.9994869934121677,1.1989452,2
2,13.5856,438.99,1.9998446344585754,1.2119876,5
2,13.6354,437.991,3.000085125540619,1.2188039,5
2,13.6828,436.993,3.9992101227256462,1.1807985,5
2,13.7291,435.994,4.999282465108903,1.1325526,3
2,13.7742,434.995,5.999299969955717,1.119019,3
2,13.8169,433.996,6.999212111096151,1.1286306,3
2,13.8574,432.996,8.000031900069171,1.1571898,3
2,13.8955,431.997,8.999758167604407,1.1836333,4
2,13.9301,430.998,9.999357167203769,1.1982044,3
2,13.9611,429.998,10.99983755181908,1.2120774,3
2,13.9887,428.999,11.999218740355234,1.2343409,3
2,14.0128,427.999,12.999509103199943,1.2328742,4
2,14.0333,426.999,13.999719206128322,1.2321225,5
2,14.0504,425.999,14.999865400441934,1.2351441,7
2,14.0639,424.999,15.999956521290429,1.2434709,5
2,14.0739,423.999,17.00000652004049,1.2477497,3
2,14.0805,422.999,18.00002829980331,1.2617015,1
2,14.0835,421.999,19.000032799793185,1.2693806,3
2,14.083,420.999,20.000032924793178,1.2346294,1
2,14.079,419.999,21.00004092476118,1.2067755,2
2,14.0715,418.999,22.000069049365685,1.205428,5
2,14.0605,417.999,23.00012954753567,1.2192922,6
2,14.0471,417.0,23.99921941336359,1.1845961,1
2,14.0326,416.0,24.99932453283854,1.1499981,1
2,14.0169,415.0,25.99944777024481,1.1437943,1
2,14.0,414.0,26.999590565049633,1.1523662,1
2,13.9831,413.0,27.999733359854456,1.1477575,1
2,13.9686,412.0,28.999838479329405,1.1260458,3
2,13.9564,411.0,29.999912896560442,1.0941533,2
2,13.9454,410.0,30.99997339473043,1.0863127,1
2,13.9355,409.0,32.000022398529744,1.0804492,2
2,13.928,408.0,33.00005052313425,1.0708468,1
2,13.9229,407.0,34.00006352804969,1.0742774,1
2,13.92,406.0,35.000067733040844,1.1067783,5
2,13.9195,405.0,36.000067858040836,1.1425242,3
2,13.9202,404.0,37.0000681030408,1.1879505,5
2,13.9221,403.0,38.00006990803917,1.2378808,5
2,13.9251,402.0,39.00007440802905,1.2466459,2
2,13.9293,401.0,40.00008322799015,1.208823,1
2,13.9346,400.0,41.00009727289152,1.1857606,4
2,13.9411,399.0,42.000118397668395,1.1836305,4
2,13.9488,398.001,42.999148071902376,1.1896361,4
2,13.9577,397.001,43.999187676118126,1.2206923,8
2,13.9677,396.001,44.99923767486819,1.2343415,8
2,13.9789,395.001,45.99930039290142,1.2155578,4
2,13.9913,394.001,46.99937726994638,1.1878512,2
2,14.0048,393.001,47.999468390794874,1.1931106,3
2,14.0195,392.001,48.999576429958644,1.2254328,4
2,14.0354,391.001,49.99970282697054,1.2169974,1
2,14.0525,390.001,50.99984902128415,1.1743032,1
2,14.0707,389.001,52.000014627571424,1.143011,1
2,14.0901,388.002,52.99920297818403,1.1284119,3
2,14.1106,387.002,53.99941308111241,1.1211023,4
2,14.1324,386.002,54.99965067288748,1.0964127,7
2,14.1552,385.002,55.999910559117055,1.0819992,7
2,14.1793,384.003,56.999201212530785,1.0923012,7
2,14.2045,383.003,57.99951868213731,1.0911406,7
2,14.2309,382.003,58.9998671014393,1.0832334,7
2,14.2573,381.004,59.999215869387676,1.0883085,7
2,14.2826,380.004,60.99953586318966,1.107234,7
2,14.3066,379.004,61.9998238217296,1.1142628,8
2,14.3295,378.004,63.00008599236288,1.1068419,4
2,14.3513,377.005,63.999323821911,1.099945,4
2,14.3718,376.005,64.99953392483938,1.1218828,5
2,14.3912,375.005,65.99972208713686,1.1389587,5
2,14.4106,374.005,66.99991024943434,1.1546062,5
2,14.43,373.005,68.00009841173181,1.1854068,6
2,14.4482,372.006,68.99926418376369,1.2171044,2
2,14.4653,371.006,69.9994103780773,1.2525663,2
2,14.4823,370.006,70.99955486763868,1.2895881,1
2,14.4994,369.006,71.9997010619523,1.32386,1
2,14.5152,368.006,72.99982587416325,1.3305701,4
2,14.5299,367.006,73.99993391332701,1.3067983,2
2,14.5446,366.006,75.00004195249078,1.2835506,1
2,14.5594,365.007,75.99915157610569,1.2613473,1
2,14.5741,364.007,76.99925961526945,1.2555665,2
2,14.5888,363.007,77.99936765443321,1.2579057,2
2,14.6023,362.007,78.99945877528171,1.2758244,2
2,14.6159,361.007,79.99955125100583,1.2926053,1
2,14.6294,360.007,80.99964237185432,1.2867768,1
2,14.6429,359.007,81.99973349270282,1.2955922,1
2,14.6565,358.007,82.99982596842693,1.3125057,1
2,14.6688,357.007,83.99990161056607,1.3126658,6
2,14.6801,356.007,84.9999654535281,1.31164,3
2,14.6913,355.007,86.00002817156133,1.2872667,4
2,14.7025,354.007,87.00009088959455,1.2486148,4
2,14.7125,353.008,87.99914093839092,1.2319593,1
2,14.7225,352.008,88.99919093714098,1.2368069,3
2,14.7325,351.008,89.99924093589104,1.2329477,1
2,14.7414,350.008,90.9992805401068,1.2155296,1
2,14.7491,349.008,91.9993101846674,1.195179,1
2,14.7556,348.008,92.99933130944427,1.1897794,1
2,14.761,347.008,93.99934588933799,1.1729084,1
2,14.7652,346.008,94.9993547092991,1.142036,1
2,14.7682,345.008,95.99935920928897,1.0992115,2
2,14.7712,344.008,96.99936370927884,1.0514494,4
2,14.7742,343.008,97.99936820926871,1.0266256,1
2,14.7772,342.008,98.99937270925858,1.0243993,2
2,14.7802,341.008,99.99937720924845,1.035754,3
2,14.7832,340.008,100.99938170923832,1.033256,2
2,14.7874,339.008,101.99939052919943,1.0465106,5
2,14.7928,338.008,102.99940510909315,1.0483052,3
2,14.7981,337.008,103.99941915399452,1.0507517,5
2,14.8035,336.008,104.99943373388824,1.0400786,1
2,14.8088,335.008,105.99944777878962,1.0308136,2
2,14.8142,334.008,106.99946235868333,1.0219551,1
2,14.8196,333.008,107.99947693857705,1.0100975,1
2,14.8249,332.008,108.99949098347842,0.9961008,1
2,14.8303,331.008,109.99950556337214,0.99072003,2
2,14.8344,330.008,110.99951396833681,0.98354065,2
2,14.8375,329.008,111.99951877332526,0.98555887,2
2,14.8405,328.008,112.99952327331513,0.9917948,2
2,14.8435,327.008,113.999527773305,0.99450153,2
2,14.8465,326.008,114.99953227329488,0.9978175,2
2,14.8495,325.008,115.99953677328475,1.000554,1
2,14.8525,324.008,116.99954127327462,1.0139272,1
2,14.8567,323.008,117.99955009323573,1.0253596,2
2,14.8609,322.008,118.99955891319684,1.0284643,1
2,14.8651,321.008,119.99956773315795,1.0363076,1
2,14.8693,320.008,120.99957655311906,1.0386436,3
2,14.8723,319.008,121.99958105310893,1.0419132,4
2,14.8753,318.008,122.9995855530988,1.0407326,2
2,14.8783,317.008,123.99959005308867,1.0305761,1
2,14.8813,316.008,124.99959455307854,1.0387112,1
2,14.8855,315.008,125.99960337303965,1.0561277,1
2,14.8897,314.008,126.99961219300076,1.0761614,3
2,14.8939,313.008,127.99962101296187,1.0941918,3
2,14.8992,312.008,128.99963505786323,1.1027161,3
2,14.9046,311.008,129.99964963775693,1.103944,4
2,14.9099,310.008,130.9996636826583,1.0991616,4
2,14.9153,309.008,131.999678262552,1.0979483,5
2,14.9206,308.008,132.9996923074534,1.099025,2
2,14.9272,307.008,133.9997140872162,1.0832872,1
2,14.9337,306.008,134.99973521199308,1.0632018,1
2,14.9402,305.008,135.99975633676996,1.0713385,1
2,14.9467,304.008,136.99977746154684,1.0813552,1
2,14.9521,303.008,137.99979204144054,1.0823439,1
2,14.9563,302.008,138.99980086140164,1.0801238,1
2,14.9605,301.008,139.99980968136273,1.0783134,1
2,14.9646,300.008,140.99981808632742,1.0766518,5
2,14.9688,299.008,141.99982690628852,1.0904733,1
2,14.973,298.008,142.99983572624961,1.1106666,1
2,14.9772,297.008,143.9998445462107,1.1360192,1
2,14.9814,296.008,144.9998533661718,1.1550522,1
2,14.9844,295.008,145.99985786616168,1.1578603,5
2,14.9874,294.008,146.99986236615155,1.1560866,1
2,14.9904,293.008,147.99986686614142,1.1390941,9
2,14.9934,292.008,148.9998713661313,1.1214043,5
2,14.9976,291.008,149.99988018609238,1.1043959,7
2,15.003,290.008,150.99989476598608,1.0805808,9
2,15.0095,289.008,151.99991589076296,1.0583599,4
2,15.0172,288.008,152.99994553532358,1.043189,2
2,15.0261,287.008,153.99998513953932,1.0263981,1
2,15.0361,286.008,155.00003513828938,1.0176138,1
2,15.0473,285.009,155.99909791909943,1.0253711,1
2,15.0597,284.009,156.9991747961444,1.0432507,1
2,15.0732,283.009,157.9992659169929,1.0511233,4
2,15.0879,282.009,158.99937395615666,1.0261853,1
2,15.1038,281.009,159.99950035316857,0.9924962,2
2,15.1208,280.009,160.99964484272996,0.978512,2
2,15.139,279.009,161.99981044901725,0.98532504,2
2,15.1584,278.009,162.9999986113147,1.0068893,2
2,15.179,277.01,163.99921098113407,1.016406,2
2,15.2007,276.01,164.99944639842343,1.0104064,2
2,15.2236,275.01,165.9997085690567,1.0157952,1
2,15.2477,274.01,166.99999893190142,1.0267671,1
2,15.2729,273.011,167.9993167191943,1.0347368,1
2,15.2993,272.011,168.99966513849628,1.0284837,1
2,15.3269,271.011,170.00004594598911,1.0258093,1
2,15.3556,270.012,170.9994581182184,1.0344472,1
2,15.3855,269.012,171.9999050233563,1.0332052,1
2,15.4166,268.013,172.9993889952138,1.0308623,2
2,15.4489,267.013,173.99991050422796,1.024816,3
2,15.4823,266.014,174.99946868662653,1.0286545,1
2,15.5169,265.014,176.00006708758468,1.0273802,1
2,15.5526,264.015,176.9997047669466,1.0235795,1
2,15.5895,263.016,177.99938602114713,1.0244337,1
2,15.6276,262.017,178.99911228868243,1.038955,1
2,15.6681,261.017,179.99993207765544,1.0648782,1
2,15.712,260.018,180.9998961820112,1.0966879,1
2,15.7594,259.019,182.000020054339,1.1152121,5
2,15.8104,258.021,182.99932231091603,1.1093897,1
2,15.8648,257.022,183.99980237568496,1.0947515,4
2,15.9228,256.024,184.99948632574117,1.0771805,1
2,15.9842,255.026,185.9993732993537,1.0691216,1
2,16.0492,254.028,186.99948779279933,1.0756024,3
2,16.1176,253.03,187.99982901458316,1.0735871,3
2,16.1896,252.033,188.99942543314418,1.0809052,7
2,16.265,251.036,189.99927250145012,1.0896142,6
2,16.344,250.039,190.9993974936386,1.0949517,5
2,16.4265,249.042,191.99980503559337,1.0946542,4
2,16.5124,248.046,192.99950239479764,1.0903141,5
2,16.6018,247.05,193.99950657478888,1.0970668,4
2,16.6948,246.054,194.99983901952913,1.0966269,2
2,16.7912,245.059,195.99949794136197,1.0950415,5
2,16.8923,244.064,196.99962103878548,1.0927079,2
2,16.9992,243.07,197.99935280781156,1.0935005,5
2,17.1119,242.076,198.99972138488704,1.0799522,5
3,196.493,919.658,0,1.315409,0
3,196.689,918.677,1.0003884245631736,1.349049,2
3,196.88,917.696,1.9998092568455461,1.381441,3
3,197.065,916.713,3.0000662238295908,1.3872515,3
3,197.244,915.729,4.000214712805028,1.3767449,1
3,197.417,914.744,5.00029170984077,1.385128,4
3,197.586,913.758,6.000670138236737,1.3832618,5
3,197.751,912.772,7.000380596319465,1.3426096,1
3,197.913,911.785,8.000587075002821,1.2825061,9
3,198.072,910.798,9.000312037179885,1.2275076,2
3,198.226,909.81,10.00024203472977,1.2065771,2
3,198.378,908.822,10.99986596401512,1.2101249,3
3,198.526,907.833,11.999878463937032,1.2174723,6
3,198.67,906.843,13.000296376611535,1.2286667,3
3,198.812,905.853,14.000428367900698,1.2437065,5
3,198.952,904.863,15.000278356648904,1.252261,1
3,199.09,903.873,15.999850265017692,1.2421798,5
3,199.226,902.882,17.000138723413666,1.252968,4
3,199.361,901.891,18.00029171171094,1.2612988,4
3,199.495,900.9,19.000310211539805,1.2237155,3
3,199.627,899.909,20.000062680904083,1.2326324,2
3,199.754,898.917,21.000159176248367,1.1804438,2
3,199.876,897.924,22.000625567488026,1.1514981,2
3,199.991,896.931,23.000262501579538,1.140002,2
3,200.1,895.937,24.000221000718405,1.1362591,2
3,200.201,894.942,25.000333994334632,1.1397506,2
3,200.297,893.947,25.999954422297172,1.1410956,1
3,200.387,892.951,27.00001242061525,1.1428772,1
3,200.471,891.954,28.00054477891264,1.1481928,1
3,200.549,890.957,29.000591277831525,1.1598368,2
3,200.621,889.96,30.000187696392494,1.1509818,2
3,200.688,888.962,31.000434166018902,1.1315074,2
3,200.748,887.964,32.00023614641295,1.1209189,1
3,200.799,886.965,33.000537101126106,1.1342014,2
3,200.842,885.966,34.00046209831342,1.1440848,6
3,200.877,884.967,35.00007502339995,1.1493392,2
3,200.904,883.967,36.00043945699403,1.160681,2
3,200.923,882.967,37.00061994070685,1.1743137,5
3,200.933,881.967,38.00066993945691,1.1718607,1
3,200.937,880.968,38.99967794743285,1.1559762,2
3,200.934,879.968,39.99968244742273,1.1507171,2
3,200.926,878.968,40.999714446910744,1.1383488,2
3,200.912,877.968,41.99981244210922,1.1241628,2
3,200.892,876.968,43.000012422113215,1.1147028,3
3,200.866,875.968,44.00035036501051,1.0995507,1
3,200.835,874.969,44.99983123025998,1.0933551,1
3,200.797,873.969,46.000552969805995,1.0802095,1
3,200.754,872.97,47.00047796699331,1.0663434,2
3,200.705,871.971,48.00067894679689,1.065437,2
3,200.65,870.973,49.000193328884556,1.0628226,1
3,200.589,869.975,50.00005581943007,1.060508,1
3,200.522,868.977,51.00030228905648,1.0784705,2
3,200.45,867.98,51.99989870761745,1.0917808,3
3,200.372,866.983,52.99994520653644,1.1002624,1
3,200.287,865.986,54.000562016309246,1.0990396,1
3,200.197,864.99,55.00062001462732,1.0880255,2
3,200.102,863.995,56.00014490176121,1.0874829,1
3,200.0,863.0,57.000359378761026,1.1048007,3
3,199.907,862.005,57.999696158830695,1.1194001,3
3,199.835,861.007,59.00028998251746,1.1247569,1
3,199.786,860.008,60.000490962320924,1.116618,1
3,199.759,859.009,60.999855760580324,1.088144,4
3,199.754,858.009,61.9998682605022,1.0662265,1
3,199.772,857.009,63.00003024738232,1.0664302,2
3,199.812,856.01,63.99983072747825,1.0683801,1
3,199.874,855.012,64.99975472459008,1.073641,2
3,199.958,854.015,66.00028708288735,1.0647274,1
3,200.064,853.021,66.99992301661526,1.0520043,1
3,200.192,852.029,68.00014699153284,1.0604111,1
3,200.342,851.04,69.00045744334271,1.05928,1
3,200.515,850.055,70.00053444037844,1.0510783,1
3,200.709,849.074,71.00053294037731,1.0421181,1
4,498.982,537.66,0,1.2700995,0
4,498.234,536.996,1.000199980004026,1.2380868,3
4,497.481,536.338,2.0001864799128994,1.1902634,2
4,496.723,535.687,2.9993686454862805,1.1902634,1
4,495.96,535.04,3.999757569855255,1.1399494,2
4,495.193,534.398,4.999984044209896,1.1114537,1
4,494.422,533.761,6.000089038697979,1.1078894,1
4,493.648,533.128,6.999971531793996,1.105221,2
4,492.87,532.5,7.99980551801375,1.110581,1
4,492.088,531.877,8.999632002960029,1.117467,1
4,491.3,531.26,10.00044816989578,1.1132264,1
4,490.508,530.651,10.999520239368294,1.1132264,1
4,489.711,530.047,11.999532739290101,1.1028411,2
4,488.908,529.45,13.000141553962434,1.1046079,2
4,488.101,528.86,13.99981600097009,1.1276047,2
4,487.289,528.276,15.000015980974135,1.1480293,2
4,486.472,527.699,16.000224959138205,1.1662084,1
4,485.652,527.128,16.999445155090974,1.1501286,2
4,484.827,526.562,17.999935534854828,1.1849129,5
4,484.0,526.0,18.999822028412975,1.2077249,2
4,483.167,525.446,20.000224447442445,1.2144606,1
4,482.328,524.903,20.999609258213553,1.2272611,4
4,481.481,524.371,21.999825734782505,1.2348355,1
4,480.628,523.85,22.99935062191637,1.2348355,1
4,479.768,523.339,23.999711056959654,1.2270968,1
4,478.901,522.84,25.000055997467655,1.2125622,2
4,478.028,522.352,26.00019248815282,1.1969848,1
4,477.149,521.875,27.000277484540632,1.1701218,5
4,476.264,521.41,28.000002446717737,1.1240926,1
4,475.373,520.956,29.000000946716607,1.1113245,1
4,474.476,520.514,29.999987446625475,1.1104031,2
4,473.574,520.083,30.999669896206345,1.0905434,1
4,472.666,519.663,32.00010180293463,1.1281483,1
4,471.753,519.256,32.99971072646425,1.1943394,2
4,470.835,518.86,33.99948070000816,1.2331032,5
4,469.911,518.476,35.00009651039692,1.2606354,4
4,468.983,518.104,35.99988048706386,1.2996283,3
4,468.05,517.744,36.99992498607378,1.3322036,1
4,467.113,517.396,37.999461378607876,1.3306177,1
4,466.171,517.06,38.99959137015899,1.3513485,1
4,465.224,516.737,40.00016020837053,1.3909667,1
4,464.274,516.425,41.00008220532828,1.3771868,1
4,463.32,516.126,41.99984067616011,1.3991417,1
4,462.362,515.839,42.99990717394908,1.370941,1
4,461.401,515.564,43.99948008274567,1.343496,1
4,460.436,515.302,44.99941458060042,1.341039,1
4,459.467,515.052,46.00014481398002,1.3336293,4
4,458.496,514.815,46.99964969140684,1.2969815,9
4,457.521,514.59,48.000274496216285,1.2969815,1
4,456.544,514.378,49.000010961491036,1.2487739,1
4,455.564,514.178,50.000210941495006,1.2325547,3
4,454.582,513.991,50.99985737899181,1.2208154,2
4,453.597,513.817,52.000107847624555,1.1995254,2
4,452.61,513.655,53.0003143263078,1.1949486,1
4,451.622,513.506,53.999486483646066,1.2055929,1
4,450.631,513.37,54.99977494204198,1.2346486,4
4,449.639,513.246,55.99949490283097,1.2465347,6
4,448.645,513.136,56.99956290051915,1.2548214,6
4,447.65,513.038,57.999377383310836,1.2611586,6
4,446.653,512.954,58.99990974160812,1.250521,6
4,445.655,512.885,60.00029216848301,1.2303565,3
4,444.657,512.83,60.99980655057062,1.2124908,2
4,443.658,512.788,61.99968904366665,1.2020674,2
4,442.658,512.759,63.00010945529368,1.1852729,1
4,441.658,512.743,64.00023744710273,1.178928,1
4,440.658,512.74,65.0002419470926,1.1745129,1
4,439.658,512.749,66.00028244627251,1.1787516,1
4,438.659,512.771,66.99952465915187,1.1907285,3
4,437.659,512.808,68.00020892504197,1.1968085,2
4,436.661,512.859,68.99951118161903,1.2024862,2
4,435.663,512.926,69.99975765124537,1.2104607,5
4,434.666,513.008,71.00012408410886,1.2135649,5
4,433.671,513.105,71.99984104405303,1.2152671,5
4,432.677,513.217,73.00013100201518,1.217276,2
4,431.685,513.345,74.00035497693283,1.2302101,1
4,430.696,513.487,74.99949710896406,1.2324249,3
5,520.0,29.0123,0,1.2083902,0
5,519.0,29.0094,1.000004204991159,1.1917573,2
5,518.0,29.0076,2.000005824989847,1.1824962,2
5,517.0,29.0058,3.000007444988535,1.1794862,2
5,516.0,29.0041,4.000008889987491,1.1878262,3
5,515.0,29.0035,5.000009069987475,1.176713,4
